68765,"Ernst Rudin","Als Sohn eines kinderreichen Lehrers im basellandschaftlichen Tecknau, dann in Allschwil wohnhaft, durfte er mittels Stipendien das Basler Pädagogium besuchen, wo er Burckhardts Schüler wurde und im April 1881 die Maturität erlangte. Sein Studium an der Universität, hauptsächlich in klassischer und deutscher Philologie, musste er im WS. 1883/1884 aus finanziellen Gründen abbrechen. Die zweieinhalb Jahre als Hauslehrer in einer vornehmen Familie in Südfrankreich verband er mit intensivem Französischstudium an der Universität Toulouse. Nach seiner Rückkehr nahm er das Studium im Winter 1886/87 erst in Bern und dann in Basel wieder auf. Doch trotz Aushilfeunterricht an der Oberen Realschule ging ihm das Geld für den Abschluss durch ein Examen aus, sodass es einen Glücksfall für ihn bedeutete, dass er Ende Juli 1889 als Vikar an die Bezirkschule Waldenburg gewählt wurde. Nachdem im Sommer 1890 dem Antrag auf seine provisorische Wahl stattgegeben worden war, musste er sich zusammen mit vier anderen Lehrern Ende Mai 1894 einer Prüfung unterziehen und erhielt gleich darauf die definitive Anstellung als Rektor derselben Schule."
68766,"Friedrich Nietzsche","Friedrich Wilhelm Nietzsche was a German philologist, philosopher, cultural critic, poet, and composer. He wrote critical texts on religion, morality, contemporary culture, philosophy, and science, displaying a fondness for metaphor, irony, and aphorism.
Nietzsche's key ideas include the Apollonian/Dionysian dichotomy, perspectivism, the Will to Power, the ""death of God"", the Übermensch, and eternal recurrence. Central to his philosophy is the idea of ""life-affirmation"", which involves questioning of any doctrine that drains one's expansive energies, however socially prevalent those ideas might be. His radical questioning of the value and objectivity of truth has been the focus of extensive commentary and his influence remains substantial, particularly in the continental philosophical tradition comprising existentialism, postmodernism, and post-structuralism.
Nietzsche began his career as a classical philologist — a scholar of Greek and Roman textual criticism — before turning to philosophy. In 1869, at age twenty-four, he was appointed to the Chair of Classical Philology at the University of Basel, the youngest individual to have held this position. He resigned in the summer of 1879 due to health problems that plagued him most of his life. In 1889, at age forty-four, he suffered a collapse and a complete loss of his mental faculties. The breakdown was later ascribed to atypical general paresis due to tertiary syphilis, but this diagnosis has come into question. Nietzsche lived his remaining years in the care of his mother until her death in 1897, after which he fell under the care of his sister Elisabeth Förster-Nietzsche until his death in 1900."
68767,"Eugen Georg Oeri","Swiss engineer. He was the son of Johann Jacob Oeri-Oschwald and Jacob Burckhardt's grandnephew."
68768,"Eduard Paulus","Eduard von Paulus d. J. (* 16. Oktober 1837 in Stuttgart; † 16. April 1907 ebenda), war ein deutscher Kunsthistoriker und Prähistorischer Archäologe."
68769,"Fridolin Plant","Portraitist and librarian from Meran. He was the author of the guidebook «Fridolin Plant's neuer Führer durch Meran und dessen Umgebung» (1886). SOURCE: Thieme-Becker, Allgemeines Lexikon der Bildenden Künstler von der Antike bis zur Gegenwart, vol. 27 (1933), p. 135."
68770,"Christoph Emanuel Roth","Christoph Emanuel Roth"
68771,"Ludwig R. von Salis","Basler Jurist, Universitätslehrer und Politiker. Sohn des Johann Vinzenz Christ und der Emma Louise geb. Kern, heiratet er 1895 Mathilde Guyer, die Tochter des Adolf Guyer. Er studierte Jura in Basel, Heidelberg, Leipzig und Strassburg, wurde 1886 Privatdozent und 1888-97 ordentlicher Professor für schweizerisches Privatrecht an der Universität Basel. 1897-99 Abteilungschef für Gesetzgebung und Rechtspflege des Eidgenössischen Justiz- und Polizeidepartements in Bern, 1899 Präsident der Schweizerischen Nordostbahn, 1932 Präsident des Verwaltungsrats der Jungfraubahn. Ab 1905 Wohnsitz in Marschlins. 1911-28 Bündner Grossrat (liberal), 1912-29 Mitglied des Bündner Kantonsgerichts (zuletzt als Vizepräsident). Bedeutende Publikationstätigkeit vor allem durch sein «Schweizerisches Bundesrecht» (1891-93)."
68772,"Andreas Heusler","Andreas Heusler (* 8. März 1802 in Basel; † 11. April 1868 ebenda) war ein Schweizer Jurist, Rechtshistoriker, Politiker und Journalist.
Heusler absolvierte von 1821 bis 1826 ein Rechtsstudium in Tübingen und Jena, das er 1826 mit der Promotion abschloss. Während seines Studiums wurde er 1820 Mitglied der Jenaischen Burschenschaft und 1821 der Burschenschaft Germania Tübingen. 1828 wurde er an der Universität Basel habilitiert. Von 1830 bis 1868 gehörte er dem Basler bzw. (nach der Kantonstrennung im Jahr 1833) dem baselstädtischen Grossen Rat an. Von 1831 bis 1847 war er überdies Kleinrat und nahm in verschiedenen staatlichen Gremien Einsitz. Von 1831 bis 1859 war er zudem Mitarbeiter und Hauptredaktor der Basler Zeitung. Er verfasste viele politische Leitartikel, was ihn zum Wortführer der Konservativen in Basel machte. Mit einem Artikel gegen die aufstrebenden Radikalen, in dem er die eidgenössischen Schützenfahnen abschätzig als «Fetzen» bezeichnete, provozierte er einen Skandal und wurde darauf nicht mehr in den Kleinen Rat gewählt. Ab 1850 wirkte er als Rechtsprofessor und bekleidete 1867 die Würde des Universitätsrektors. Heusler verfasste mehrere verfassungsrechtliche und historische Werke, darunter eine Verfassungsgeschichte der Stadt Basel im Mittelalter und eine Darstellung des Bauernkriegs von 1653.
Heusler war ab 1830 verheiratet. Der Jurist und Historiker Andreas Heusler (1834–1921) war sein Sohn."
68773,"Maria Carolina Burckhardt–Sarasin","Wife of the Swiss businessman Wilhelm Burckhardt–Sarasin (1827–1908)."
68774,"Gottlieb Burckhardt","Er war der jüngere Bruder von Jacob Burckhardt (1818-97)."
68775,"Maximilien II de Bavière","Maximilian II was king of Bavaria from 1848 until 1864. He was son of Ludwig I and Therese of Saxe-Hildburghausen."
68776,"J. Kuhn","J. Kuhn"
68777,"Rudolf Eitelberger","Rudolf Eitelberger, full name Rudolf Eitelberger von Edelberg was an art historian and the first Ordinarius for art history at the University of Vienna. He is considered as the founder of the Vienna School of Art History."
68778,"Fritz Burckhardt","Der einzige Stiefbruder Jacob Burckhardts; er studierte ohne Erfolg seit 1856 Philologie in Basel und Zürich und lebte später als Photograph in Mosbach (Baden), wo er auch starb."
68779,"Alexander Schütz","Schüler des hannoverschen Baurats C. W. Hase, war Sch. zuerst in Wien tätig, später, und nach intensiver Bekanntschaft mit der Kunst der italienischen Renaissance, in Berlin, wo er seit 1878 als Professor am Kunstgewerbemuseum wirkte. Nachdem er durch Privataufträge für Innendekoration weitgehend in Anspruch genommen war, sollte seine Tätigkeit durch eine kurz vor seinem Tod ihm angetragene Dozentur an der Technischen Hochschule erweitert werden. Ein beinahe fertiges Werk über Tektonik und Geschichte des Möbels blieb Manuskript."
68780,"Alwin Schultz","Alwin Schultz was a German art historian and medievalist, professor of art history at the Charles University in Prague."
68781,"Heinrich Holtzinger","Carl Heinrich Sophus Georg Holtzinger war ein deutscher Kunsthistoriker."
68782,"Franz Joseph Görres","In Trier geboren besuchte er die Gymnasien in Trier und Brilon und widmete sich nachher dem Studium der Geschichte und Philologie in Bonn und München. Seine Lehrer waren W. Kampschulte, Heinrich von Sybel und Wilhelm Giesebrecht. Seine 1868 gedruckte Bonner Dissertation trägt den Titel «De primis Aureliani principatus temporibus». Vom 1. Nov. 1891 - 31. März 1909 als außerplanmäßiger Angestellter der Bonner Universitätsbibliothek tätig, verfasste er zahlreiche Studien über entlegene Themen vor allem der frühmittelalterlichen Kirchengeschichte, erschienen in der Zeitschrift für wissenschaftliche Theologie."
68783,"R. Kunz","R. Kunz"
68784,"Jakob Burckhardt","Jakob (auch Jacob) Burckhardt der Ältere war ein Schweizer reformierter Geistlicher. Jakob Burckhardt war der Sohn von Johann Rudolf Burckhardt (1738–1820), Pfarrer an der Basler Peterskirche. Er amtierte von 1816 bis 1836 als Obersthelfer (zweiter Pastor) am Basler Münster. Von 1838 bis 1858 war er Münsterpfarrer und damit verbunden Antistes der Basler reformierten Kirche. Burckhardt war von 1811 bis 1830 mit Susanna Maria Schorndorff (1782–1830) verheiratet und wird deshalb auch gelegentlich mit dem Namen Jakob Burckhardt-Schorndorff bezeichnet. Aus der Ehe gingen sechs Kinder hervor, darunter der Kulturhistoriker Jacob (Christoph) Burckhardt. Aus einer 1833 geschlossenen zweiten Ehe gingen zwei weitere Kinder hervor."
68785,"Ernst A. Seemann","German publisher specialised in art books and reviews."
68786,Wiesbaden,Wiesbaden
68787,Rüdlingen,Rüdlingen
68788,Rüdlingen,Rüdlingen
68789,Mailand,Mailand
68790,"Charles A. Spaeth","Charles A. Spaeth"
68791,"Bayerische Staatsbibliothek München","Bayerische Staatsbibliothek München"
68792,Lichtenthal,Lichtenthal
68793,Meran,Meran
68794,"Schinznach les Bains","Schinznach les Bains"
68795,"Carl Heinrich Anton van der Smissen","German-American Mennonite General Conference Church minister and editor. He was the son of the Mennonite preacher Carl Justus van der Smissen. He attended the local elementary and high schools, the universities of Basel(1870-72), Tübingen (1872-73), and Halle (1873-74), and the Wadsworth (Ohio) and Haysville (Ohio) academies (1875-80). In 1874 he came to America to join his parents. He served churches while a student and taught public school at Coshocton, Ohio (1880-81). He served the Upper Milford and Hereford Mennonite churches of Zionsville and Bally, Pennsylvania (1881-90), and the Summerfield Mennonite Church, Illinois (1890-1911). He was the editor of the «Bundesbote» and the «Bundesbote-Kalender» (1911-29), of the «Kinderbote» (1911-36), of the «Mennonite» (1912-14), and of the «German Sunday-school quarterlies» (1920-43). In 1911-32 he lived at Berne, Indiana. He served as the secretary of the Eastern and Middle district conferences and the General Conference (1896-1902) and was a member of the General Conference Board of Education and Publication (1887-90) and the Board of Foreign Missions (1890-96, 1902-11). He and his father were the first American Mennonite teachers and ministers with a full standard theological training. In 1881 he married Mary E. Knight, who died in 1892. From this marriage were born two children. In 1892 he married Elizabeth B. Ruth. To them were born six children. In 1932 he retired from his active duties and resided in the Home for the Aged at Newton, Kansas. He was the author of «Kurzgefaszte Geschichte und Glaubenslehre der Altevangelischen Taufgesinnten oder Mennoniten» (1895) and «Der Eid» (1894)."
68796,"Rudolf Smend","Rudolf Smend was a German theologian born in Lengerich, Westphalia. He was an older brother to theologian Julius Smend, and the father of Carl Friedrich Rudolf Smend, an authority on constitutional and ecclesiastical law.
He studied theology at the Universities of Göttingen, Berlin and Bonn, earning his doctorate in 1874 with a dissertation on Arabic poetry. In 1880 he became an associate professor of the Old Testament at the University of Basel, where shortly afterwards he attained the title of full professor.
In 1889 he returned to the University of Göttingen as a professor of Biblical science and Semitic languages. At Göttingen he was reunited with his former teacher Julius Wellhausen, who was a major influence in his professional career. Smend is largely remembered for critical examination of the Old Testament, particularly in his research involving stories of the Hexateuch. In 1907 with Alfred Rahlfs he created the Septuaginta-Unternehmen in the Göttingen Society of Sciences.
Smend died in Ballenstedt."
68797,"Karl Siegismund","Deutscher Buchhändler. Nach dem Besuch der Leipziger Buchhändlerlehranstalt folgten Lehr- und Wanderjahre in Bonn, Berlin und Wien. 1886 gründete er in Leipzig eine Verlagsgeschäft für Soldatenlieder, Memoiren und ähnliches. 1910-1916 war er Vorsteher des Börsenvereins der Deutschen Buchhändler in Leipzig. Er gehört zu den Mitbegründern der Deutschen Bücherei in Leipzig und war Geschäftsführer des Verlagsausschusses der Notgemeinschaft der Deutschen Wissenschaft. QUELLE: Rudolf Schmidt: Deutsche Buchhändler. Deutsche Buchdrucker. Band 5. Berlin/Eberswalde 1908, S. 901-902."
68798,"Josef Senn","Josef Senn"
68799,"Julie Schneider-Beck","Aus Brugg (Kt. Aargau) stammend, lebte sie seit 1854 als Gattin des Appellationsgerichtsschreibers Julius Schn. in Basel."
68800,"Cläre Schubert-Feder","Als Tochter eines Gutsbesitzers in Niederbögendorf (Preuss. Schlesien) besuchte sie die Schule in Schweidnitz, bereiste nach längerer Krankheit 1878 England und bestand auf privater Basis in Zürich die Maturität 1879. Nach Studien in Wien und Zürich, an letzterer Universität bei Sal. Vögelin, J. R. Rahn, Blümner und Jul. Stadler, promovierte sie mit der in Frauenfeld gedruckten Arbeit über «Die Brunnen in der Schweiz, Denkmäler der Kunst-und Culturgeschichte». Sie verließ Zürich, reiste in Italien, war später wieder in England und publizierte in Berlin als Frau Cl. Schubert-Feder Erinnerungen an ihre schweizerische Studienzeit."
68801,"Theodor Schneider","Sohn eines Baslers, der damals ein Pfarramt in der badischen Markgrafschaft versah, besuchte er das Basler Pädagogium, war hier von 1843 an als Medizinstudent Zofinger, ging 1844 nach Heidelberg, leistete vorübergehend in Freiburg i. Br. Militärdienst und kam 1848 nach einer Wiener Studienreise an das Basler Spital, wo er viereinhalb Jahre als Assistent der Chirurgie wirkte. Von 1853 bis 1856 in Nord- und Mittelamerika als Arzt tätig, bestand er nach einer weiteren Ausbildung in Paris zwischen 1864 und 1866 weitere Abenteuer in Guatemala in Gesellschaft seiner Schwester. 1868 kam er nach Basel zurück, heiratete hier, sah sich jedoch 1882 wegen Lungenschwindsucht seiner Frau genötigt, ins Bündnerland zu ziehen. Nach deren Tod kehrte er wieder in seine Vaterstadt zurück und heiratete 1887 ein zweites mal. Eigenwilliger Erfinder und Experimentator, ließ er sich als Gutsbesitzer im solothurnischen Dornach nieder, wo er sich bis an sein Lebensende den Kranken widmete."
68802,"Carl Schnaase","Karl Schnaase was a distinguished German art historian and jurist. He was one of the founders of modern art history, and the author of one of the first surveys of the history of art."
68803,"Johannes Schnell",
68804,"Carl Schmid-Linder","Vater des Kunsthistorikers Heinrich Alfred Schmid (1863-1951)."
68805,"Heinrich Alfred Schmid","Heinrich Alfred Schmid war ein Schweizer Kunsthistoriker. Der gebürtige Basler Heinrich Alfred Schmid widmete sich nach abgelegter Matura den Studien der Protestantischen Theologie sowie der Geschichte der Philosophie an den Universitäten Basel, Berlin und Göttingen. Nachdem er 1886 in Basel das theologische Staatsexamen absolviert hatte, wandte er sich dem Studium der Kunstgeschichte an der Ludwig-Maximilians-Universität München zu, das er dort 1888 mit dem Erwerb des akademischen Grades eines Dr. phil. abschloss. Heinrich Alfred Schmid trat im gleichen Jahr eine Stelle als Hilfsarbeiter bei der von Berthold Riehl geleiteten Inventarisierung der Kunstdenkmäler Bayerns an, die er bis 1891 innehatte. 1892 habilitierte er sich als Privatdozent für das Fach Kunstgeschichte an der Julius-Maximilians-Universität Würzburg, 1896 wechselte er in gleicher Stellung an die Friedrich-Wilhelms-Universität nach Berlin. 1901 übernahm in der Nachfolge Heinrich Wölfflins die außerordentliche Professur der Kunstgeschichte an der Universität Basel, 1904 folgte er einem Ruf in gleicher Stellung an der Deutschen Universität Prag. 1912 nahm er ein Angebot für den Lehrstuhl für Kunstgeschichte an der Georg-August-Universität Göttingen an, den er bis 1918 innehielt. 1919 kehrte er endgültig nach Basel zurück, dort hatte er bis zu seiner Emeritierung 1937 die ordentliche Professur der Kunstgeschichte inne. Zusätzlich wirkte er von 1919 bis 1925 als Konservator der Basler Öffentlichen Kunstsammlungen. Henrich Alfred Schmids Gesammelte kunsthistorische Schriften erschienen 1933."
68806,"Joseph Schlecht","German historian of the Church and teacher."
68807,"Gustav Schneeli","Schweizer Kunsthistoriker, Sammler, Maler, Diplomat und Genealoge. Er entstammte einer wohlhabenden Glarner Holzhändlerdynastie und war als Kunsthistoriker Schüler Jacob Burckhardts. Seine Kunstsammlung bildet den Grundstock zum Kunsthaus Glarus, dessen von dem Architekten Hans Leuzinger geplanter Neubau erst acht Jahre nach seinem Tod (1952) errichtet worden ist."
68808,Mantova,Mantova
68809,Imola,Imola
68810,Imola,Imola
68811,"William Goldman Ward","American theologician, historian and philologist.
He was graduated from Ohio Wesleyan university, A.B. 1872, A.M. 1875; from Drew Theological seminary, B.D., 1873, and was a student of history at the university of Halle, Prussia, 1873-74, and in Berlin, Germany, 1886. He was married, June 3, 1873, to May Alden. He was principal in public schools three years before leaving college, and was principal of Vermillion institute, Hayesville, Ohio, 1875-76. He served in the North Ohio conference, 1876-85; was professor of history and political science in Baldwin university, Berea, Ohio, 1887-90; president of Spokane (Washington) College, 1890-92; professor of rhetoric and English criticism, Syracuse university, 1893-94, and professor of English literature and head of the department of English, 1894-98. In 1898 he was appointed professor of English literature in Emerson College of Oratory, Boston, Mass., which he had already served as lecturer for several years. He became a member of the Phi Beta Kappa society and of the Boston Authors club. He is the author of: «Tennyson’s Debt to Environment» (1898); «The Poetry of Robert Browning» (1898); «Art for Schools» (1899); «Studies in Literature» (1901). SOURCE: Lamb’s Biographical Dictionary of the United States, VII (1903), p. 492."
68812,"M. Seiler","M. Seiler"
68813,Pontresina,Pontresina
68814,Rimini,Rimini
68815,Varese,Varese
68816,"Gottfried Semper","Gottfried Semper was a German architect, art critic, and professor of architecture, who designed and built the Semper Opera House in Dresden between 1838 and 1841. In 1849 he took part in the May Uprising in Dresden and was put on the government's wanted list. Semper fled first to Zürich and later to London. Later he returned to Germany after the 1862 amnesty granted to the revolutionaries.
Semper wrote extensively about the origins of architecture, especially in his book The Four Elements of Architecture from 1851, and he was one of the major figures in the controversy surrounding the polychrome architectural style of ancient Greece. Semper designed works at all scales, from a baton for Richard Wagner to major urban interventions like the re-design of the Ringstraße in Vienna."
68817,"Francoforte sul Meno","Francoforte sul Meno"
68818,"Frankfurt (Mein)","Frankfurt (Mein)"
68819,"Conrad Wilhelm Kambli","Geboren in Zürich als Sohn eines Spenglermeisters, konnte er dank der Aufopferung der Mutter die Schulen der Stadt durchlaufen, absolvierte ein theologisches Studium in Zürich und anschließend in Berlin, wurde 1851 Vikar in Wetzikon, 1853 Pfarrer in Illnau, wirkte ab 1863 während zweier Jahrzehnte in Horgen und schließlich von 1884 bis 1905 als Pfarrer zu St. Laurenzen und Dekan in St. Gallen. Feuriger Verfechter der Reformtheologie und auch politisch im freisinnigen Lager, widmete er sich im besonderen sozialen Fragen, vor allem der Armenfürsorge. Sein von Jugend auf gehegtes Interesse für die Kunstpflege dokumentiert sich namentlich in einer reichen publizistischen und Rezensententätigkeit, für die ihm das St. Galler Tagblatt zur Verfügung stand."
68820,"Luise Burckhardt-His","Tochter des Appellationsrats Ed. H.-La Roche, seit 1840 Gattin von Martin Burckhardt (1817-1902), der zuerst als Kaufmann im Geschäft seines Vaters tätig war und mit seiner Frau zwischen 1845 und 1847 längere Aufenthalte in Rom und Sorrent zubrachte. Nach seinem erst 1848 gefassten Entschluss, in Bern das Studium der Medizin zu ergreifen, ließ sich Martin Burckhardt nach bestandenem Doktorexamen als Landarzt auf dem väterlichen Wenkenhof oberhalb Riehen bei Basel nieder und leitete daselbst auch das Diakonissenspital."
68821,Rome,Rome
68822,L'Isle-Adam,L'Isle-Adam
68823,Berne,Berne
68824,Lörrach,Lörrach
68825,"Benno Schwabe","Benno Schwabe, Sohn eines Porzellanmalers, machte eine kaufmännische Lehre in Frankfurt am Main. Danach arbeitete er als Buchhändler in Tübingen und in Aarau. 1868 übernahm er die Schweighauser’sche Verlagsbuchhandlung und Druckerei in Basel, der er eine vorwiegend literarisch-wissenschaftliche Ausrichtung gab (heute Schwabe AG).

Schwabe wurde 1891 in Basel eingebürgert."
68826,"Ernst A. Seemann","German publisher specialised in art books and reviews."
68827,"Heinrich Wölfflin","Heinrich Wölfflin was an important Swiss art historian, whose objective classifying principles were influential in the development of formal analysis in art history in the early 20th century. He taught at Basel, Berlin and Munich in the generation that raised German art history to pre-eminence. His three great books, still consulted, are Renaissance und Barock, Die Klassische Kunst, and Kunstgeschichtliche Grundbegriffe."
68828,"Melchior Grohe","Deutscher Schriftsteller. Als Bohémien, Homosexueller und wohl erster Mannheimer Moslem führte er gezwungenermaßen ein Leben als Außenseiter. Als Dichter stand er in der Nachfolge August von Platens."
68829,"Wilhelm Schäfer","Geboren in Corocholina, etablierte er sich in Haida (heute Novy Bor) als Gewerbetreibender, indem er die dortige Porzellanmanufaktur Paepcke und Schäfer leitete. Er starb hochbetagt in Putno, seine 1863 geborene Gattin Karolina geb. Adamova ebenda Ende 1939."
68830,"Heinrich Leibnitz","Heinrich Leibnitz war ein deutscher Zeichner und Maler. Er war Universitätszeichenlehrer sowie später Professor für Kunstgeschichte an der Universität Tübingen."
68831,"Fanny Oschwald-Ringier","Das jüngste Kind des Oberrichters und Nationalrats Johann Rudolf Ringier, Sprosses einer alten Bürgerfamilie der Stadt Zofingen aus dem seit 1813 in Lenzburg verbürgerten Geschlecht, heiratete 1863 den Kaufmann Theodor Oschwald aus Schaffhausen. Mit zwei eigenen und zwei Pflegekindern übernahm sie die Verwaltung des väterlichen Wohnsitzes in Lenzburg, gab aber später, nach dem Tode ihres Vaters (1879), dieses Domizil auf und siedelte mit ihrem Gatten nach Basel über, wo sie bis zu ihrem Tode verblieb. Schon frühe am Theaterleben interessiert, schrieb sie zuerst unter einem Decknamen, wurde dann zur Verfasserin von Lenzburger Bühnenfestspielen erkoren und ging schließlich völlig zur Abfassung von zahlreichen Theaterstücken und Erzählungen in Dialektform über."
68832,"Emanuel Geibel","Emanuel von Geibel, German poet and playwright."
68833,Aussersihl,Aussersihl
68834,Paestum,Paestum
68835,Muri,Muri
68836,Baia,Baia
68837,Florence,Florence
68838,"Carl Spitteler","Carl Friedrich Georg Spitteler was a Swiss poet who was awarded the Nobel Prize for Literature in 1919. His work includes both pessimistic and heroic poems."
68839,Firenze,Firenze
68841,Weggis,Weggis
68842,Luzern,Luzern
68843,Schänzli,Schänzli
68844,Lido,Lido
68845,Baden-Baden,Baden-Baden
68846,Ebenhausen,Ebenhausen
68847,Thann,Thann
68848,Mentone,Mentone
68849,Arisdorf,Arisdorf
68850,Gemmingen,Gemmingen
68851,Bielefeld,Bielefeld
68854,"Adolf Vischer","Swiss businessman and Italian consul in Basel."
68855,"Meier Spanier","Moritz Meier Spanier war ein deutscher Pädagoge und Germanist."
68856,"Franz Anton Zetter Collin","Kaufmann und Kunstförderer in Solothurn. Sohn des Kaufmanns und Dekorationsmalers Franz Anton Zetter und der Maria Amalia geb. Buss. Im Jahr 1875 heiratet er Narcisse Hortense Collin, Tochter des Josef Alexis, Sekretär in Jougne. Nach dem Besuch der Gewerbeschule in Solothurn absolvierte er eine kaufmännische Ausbildung und Tätigkeit in Genf, Mülhausen und Paris. 1876-1905 leitete er das väterliche Kolonial-, Farb- und Tapetengeschäft in Solothurn. 1888-1911 ist er Meister der Lukasbruderschaft, 1896-1916 Präsident des städtischen Kunstvereins, ab 1902 Präsident der Kunstkommissione des städtischen Museums. 1881-83 ist er fernerhin Mitglied im Zentralkomitee des Schweizer Kunstvereins, dann Vertreter der Sektion Solothurn. Wichtige kunsthistorische Arbeiten Zetter Collins sind «Gregorius Sickinger» (1896) und die «Zetter'sche Madonna von Solothurn von Hans Holbein dem Jüngeren vom Jahre 1522» (1897). Unter dem Pseudonym Ernst Wolfram veröffentlichte er Gedichte und Theaterstücke. QUELLE: http://www.hls-dhs-dss.ch/textes/d/D27790.php"
68857,"Albert von Zahn","Albert von Zahn war ein deutscher Kunsthistoriker, Museumsdirektor und Herausgeber der „Jahrbücher für Kunstwissenschaft“."
68858,"Bernhard Riggenbach","In Karlsruhe geboren als Sohn des Ingenieurs und Erfinders der Zahnradbahn Niklaus R., studierte der früh an Schwerhörigkeit erkrankte Knabe nach dem Besuch der Basler Schulen Theologie in Basel und Tübingen, wo Joh. Tob. Beck, dessen Biographie er später schrieb, sein Lehrer war. Nach der Ordination bereiste R. Italien und wurde 1872 Pfarrer im basellandschaftlichen Arisdorf. 1881 erfolgte die Übersiedelung nach Basel mit gleichzeitiger Aufnahme der Dozententätigkeit an der Universität; von 1885 an versah er das Pfarramt an der Strafanstalt und von 1890 an die außerordentliche Professur für die praktischen theologischen Fächer. 1894 verlieh ihm die Universität Königsberg den Doctor h.c."
68859,"Freiburg im Breisgau","Freiburg im Breisgau"
68860,Aarau,Aarau
68861,"Johann C. Gasser","Schweizer Theologe. Er war ein Sohn des Reallehrers Johann Conrad Gasser (1835-1913) und wuchs in Hallau zusammen mit fünf Geschwistern auf. Nach dem Besuch der Elementar- und der Realschule trat er im Frühjahr 1886 in die humanistische Abteilung des Schaffhauser Gymnasiums ein und bestand daselbst Ostern 1889 die Maturität. Es folgten zwei Jahre theologischen und philosophischen Studiums in Basel, hernach ein Studienjahr in Greifswald und schließlich nochmals ein Studienjahr in Basel. Als seine Lehrer schätzte er besonders Konrad von Orelli und Adolf Schlatter. Nach dem Bestehen der theologischen Konkordatsprüfung im Frühjahr 1894 kam er im selben Jahre als Vikar in die Kirchgemeinde Buchberg-Rüdlingen und wurde dort im Frühjahr 1896 Pfarrer. Neben seiner Amtsführung setzte er die begonnenen wissenschaftlichen Studien mit spezieller Rücksicht auf das Alte Testament und den alten Orient fort, worauf er im Jahre 1903 an der Philosophischen Fakultät der Universität Zürich die Doktorwürde erwarb. Von 1901 bis 1907 vertrat er die Gemeinden Buchberg und Rüdlingen, denen er eine Realschule gründete und anfänglich auch führte, als Liberaler im Großen Rate des Kantons Schaffhausen. Im Jahre 1907 wurde er von der landeskirchlichen Minoritätsgemeinde an das «Evangelische Vereinshaus» nach Winterthur berufen, 1913 folgte seine Wahl auf die fünfte Pfarrstelle der Kirchgemeinde Winterthur und die Erwerbung des dortigen Bürgerrechts. Neben seinen pfarramtlichen Pflichten widmete er sich von 1907 bis 1931 – ab 1912 als Präsident der Alttestamentlichen Sektion – dem Werke der neuen Zürcher Bibelübersetzung. Von 1912 bis zu seinem Tode war er Mitglied der Zürcher Kirchensynode sowie von 1913 bis 1941 Lehrer der Hebräischen Sprache am Winterthurer Gymnasium. Am 15. April 1942 ging er schließlich in den Ruhestand. QUELLE: http://www.stadtarchiv-schaffhausen.ch/Biographien/Biographien-HV/Gasser_Johann_Conrad,_Dr.phil.,_Pfarrer.pdf"
68862,Hallau,Hallau
68863,Köln,Köln
68864,"Köln a. Rhein","Köln a. Rhein"
68865,Röhrsdorf,Röhrsdorf
68866,Wilsdruff,Wilsdruff
68867,Laufenburg,Laufenburg
68868,Gross-Lichterfelde,Gross-Lichterfelde
68869,Bellenz,Bellenz
68870,Benken,Benken
68871,Anvers,Anvers
68872,Herren-Chiemsee,Herren-Chiemsee
68873,"St. Moritz","St. Moritz"
68874,Rapallo,Rapallo
68876,Lausanne,Lausanne
68877,Paläocastrizza,Paläocastrizza
68878,Corfu,Corfu
68879,Arlesheim,Arlesheim
68880,Fusio,Fusio
68881,Göttingen,Göttingen
68882,Hannover,Hannover
68883,Bonn,Bonn
68884,Breslau,Breslau
68886,Mülhausen,Mülhausen
68887,Vitznau,Vitznau
68888,Heidelberg,Heidelberg
68889,"Kressbronn ","Kressbronn "
68890,Lindau,Lindau
68891,Weimar,Weimar
68892,Bergen,Bergen
68893,Neu-Schauenburg,Neu-Schauenburg
68894,Pratteln,Pratteln
68895,Lesa,Lesa
68896,"Lago Maggiore","Lago Maggiore"
68897,"Gustav Adolf Spiess","Arzt und Sanitätsrat in Frankfurt am Main."
